Image,Original Name,Word Count Range,Sentence Number,Image Sequence,Font Size,Font Style,Blur Level,Background Color,Gold Label,Response
28,40-60_13_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,13,1,12,Jameel Noori Nastaleeq,0,0,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,"ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرولوجی کے حوالے سے اہم معلومات بتائیں۔ سمارا ڈیجیٹل کے پروگرام ""میری سہلی"" میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا کہنا تھا کہ جھوٹے لوگوں کے بارے کیا کہا جاننے کے لئے ویڈیو دیکھیں۔"
29,40-60_13_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,13,2,18,Jameel Noori Nastaleeq,0,0,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسترولوجی کے حوالے سے اہم معلومات بتادیں۔ ساؤڈ ڈیجیٹل کے پروگرام ’میری سہیلی‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی نے لوگوں کے بارے میں کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔
30,40-60_13_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,13,2,18,Jameel Noori Nastaleeq,0,light_yellow,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں اسٹار لوجی کے حوالے سے اہم معلومات بتائیں۔ ساؤڈ ڈیجیٹل کے پروگرام ’میری کہانی‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹ بولنے کے بارے میں کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔
31,40-60_13_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,13,2,18,Jameel Noori Nastaleeq,0,slate_gray,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,ماہر علم نجوم علی زنجانی نے بتایا کہ محبت بولنے والے لوگوں کے حوالے سے اہم معلومات بتائیں۔ سادہ جملے لکھے پرگرام ’پیری میری‘ میں پہلی دفعہ گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی نے کہا تھا؟ کیا جانتے ہیں کے بارے میں۔ ویڈیو دیکھیں۔
32,40-60_13_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,13,2,18,Jameel Noori Nastaleeq,1.25,0,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسترولوجی کے حوالے سے اہم معلومات بتائیں۔ ساؤڈ بیکنٹل کے پروگرام ’میری سہلی‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹ بولنے والے لوگوں کے بارے میں کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔
33,40-60_13_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,13,2,18,Jameel Noori Nastaleeq,1.75,0,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,"ماہر علم نجوم علی زنجانی نے دوجا محبت بولنے والے لوگوں کے بارے میں آسترولوجی کے حوالے سے اہم معلومات بتادی ہیں۔ ساؤڈ اسپیشل کے پروگرام ""میری کہانی"" میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا کہنا تھا؟ دوجا کے بارے میں کیا کہا؟ جاننے کے لئے ویڈیو دیکھیں۔"
34,40-60_13_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,13,3,24,Jameel Noori Nastaleeq,0,0,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرولوجی کے حوالے سے اہم معلومات بتادیں۔ سوشل میڈیا کے پروگرام ’میری سہیلی‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔
35,40-60_13_04_base_18_Alvi Nastaleeq.jpg,40-60,13,4,18,Alvi Nastaleeq,0,0,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,ماہر علم نجوم علی زنجانی نے عادی جھوٹ بولنے والے لوگوں کے بارے میں آسٹرولوجی کے حوالے سے اہم معلومات بتائیں۔ سمارٹ ڈیٹیل کے پروگرام ’میری کہانی‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادی جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔
36,40-60_13_05_base_18_Nafees Nastaleeq.jpg,40-60,13,5,18,Nafees Nastaleeq,0,0,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرلوجی کے حوالے سے اہم معلومات بتادیں۔ سماء ڈیجیٹل کے پروگرام ’ میری سہیلی ‘ میں گفتگو کرتے ہوئے ماہر علم نجوم علی زنجانی کا عادتاً جھوٹے لوگوں کے بارے کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔,ماہر علم نجوم علی زنجانی نے عادتاً جھوٹ بولنے والے لوگوں کے بارے میں آسٹرولوجی کے حوالے سے اہم معلومات بتا دیں۔ سائرہ ڈائریٹلکس کے پروگرام 'سحر ہی سحر' میں گفتگو کرتے ہوئے علی زنجانی کا عادتاً جھوٹ بولنے لوگوں کے بارے میں کیا کہنا تھا؟ جاننے کے لئے ویڈیو دیکھیں۔
37,40-60_14_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,14,1,12,Jameel Noori Nastaleeq,0,0,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آ رہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں ، شعیب ملک سے خلع کے بعد عد ت کا دورانیہ مکمل ہو چکا ہے ، وہ شادی کر سکتی ہیں ۔ مکمل کہانی سینئر صحافی نعیم حنیف کی زبانی سنیئے:  ,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آرہی ہیں۔ وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں۔ شعیب ملک سے طلاق کے عدت کا دورانیہ مکمل ہو چکا ہے، وہ شادی کر سکتی ہیں۔ مکمل کہانی سینئر صحافی نسیم ظریف کی زبانی سنیئے:
38,40-60_14_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,14,2,18,Jameel Noori Nastaleeq,0,0,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آ رہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں ، شعیب ملک سے خلع کے بعد عد ت کا دورانیہ مکمل ہو چکا ہے ، وہ شادی کر سکتی ہیں ۔ مکمل کہانی سینئر صحافی نعیم حنیف کی زبانی سنیئے:  ,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آرہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں، شعیب ملک سے خلع کے بعد عدت کا دورانیہ مکمل ہوچکا ہے، وہ شادی کر سکتی ہیں۔ سینئر صحافی نعیم حنیف کی زبانی سنیئے:
39,40-60_14_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,14,2,18,Jameel Noori Nastaleeq,0,light_yellow,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آ رہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں ، شعیب ملک سے خلع کے بعد عد ت کا دورانیہ مکمل ہو چکا ہے ، وہ شادی کر سکتی ہیں ۔ مکمل کہانی سینئر صحافی نعیم حنیف کی زبانی سنیئے:  ,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آرہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں، شعیب ملک سے خلع کے بعد عدت کا دورانیہ مکمل ہوچکا ہے، وہ شادی کر سکتی ہیں۔ سینئر صحافی نعیم حنیف کی زبانی سنیئے:
40,40-60_14_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,14,2,18,Jameel Noori Nastaleeq,0,slate_gray,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آ رہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں ، شعیب ملک سے خلع کے بعد عد ت کا دورانیہ مکمل ہو چکا ہے ، وہ شادی کر سکتی ہیں ۔ مکمل کہانی سینئر صحافی نعیم حنیف کی زبانی سنیئے:  ,اگلے ہفتے بھارت دبئی میں آرہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہے ہیں، شعیب ملک سے خلع کے بعد عدت کا دورانیہ مکمل ہو چکا ہے، وہ شادی کی تیاری مکمل کر چکی ہیں۔ سینئر صحافی نعیم حنیف کی زبانی جانیے:
41,40-60_14_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,14,2,18,Jameel Noori Nastaleeq,1.25,0,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آ رہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں ، شعیب ملک سے خلع کے بعد عد ت کا دورانیہ مکمل ہو چکا ہے ، وہ شادی کر سکتی ہیں ۔ مکمل کہانی سینئر صحافی نعیم حنیف کی زبانی سنیئے:  ,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آرہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں، شعیب ملک سے خلع کے بعد عدت کا دورانیہ مکمل ہو چکا ہے، وہ شادی کر سکتی ہیں۔ سینئر صحافی نعیم حنیف کی زبانی سنیئے:
42,40-60_14_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,14,2,18,Jameel Noori Nastaleeq,1.75,0,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آ رہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں ، شعیب ملک سے خلع کے بعد عد ت کا دورانیہ مکمل ہو چکا ہے ، وہ شادی کر سکتی ہیں ۔ مکمل کہانی سینئر صحافی نعیم حنیف کی زبانی سنیئے:  ,ثانیہ مرزا حج کیلئے سعودی عرب میں ہیں اور اگلے ہفتے بھارت واپس آرہی ہیں، وہ اپنے موبائل فونز بھی استعمال نہیں کر رہیں، شعیب ملک سے خلع کے بعد عدت کا دورانیہ مکمل ہو چکا ہے، وہ شادی کر سکتی ہیں۔ سینئر صحافی یاسر شامی کی رپورٹ ملاحظہ کیجئے:
